x;y
1.786629137556698;-0.015765521642526772
1.7888997823468176;-0.01825710888556406
1.7911789493217047;-0.02583949273546791
1.7934666384813598;-0.04064070220728062
1.795737283271479;-0.06084521815498718
1.7980590611702052;-0.08028724675805562
1.8003297059603247;-0.09232014036660274
1.8025918285656763;-0.09473786934630407
1.804888039910099;-0.09124975702441566
1.8071416403306828;-0.08860519413618197
1.8139876634401122;-0.09185553592308816
1.8185459973898865;-0.10069041058499914
1.8208507309190773;-0.10991543430337049
1.8231298978939643;-0.11490077018911513
1.825392020499316;-0.11680284442098902
1.8276456209199;-0.12067644223019953
1.829967398818626;-0.1282098981304818
1.832255087978281;-0.1346064359174276
1.8345172105836327;-0.13358526825999445
1.8367963775585197;-0.123818180978061
1.839075544533407;-0.11017827634774202
1.841320622769223;-0.1003921676822142
1.8459130454580686;-0.10095330506424614
1.8481666458786523;-0.1143081222283453
1.850471379407843;-0.13771156358832715
1.8527590685674977;-0.16421156006587312
1.8550638020966885;-0.18648029900900537
1.8573174025172723;-0.20185628705007452
1.8596136138616952;-0.2141334750390154
1.8618672142822787;-0.22964069235246884
1.8641719478114696;-0.2510978565492523
1.86647668134066;-0.27530530395992914
1.8687388039460116;-0.29648173349146856
1.8733141822653216;-0.3109576102682124
1.8755933492402088;-0.3187635242285642
1.8801346388204476;-0.3217409875252143
1.8801516831899832;-0.3209217393686142
1.8847100171397575;-0.31629217198299153
1.8892683510895318;-0.3093115316447008
1.891513429325348;-0.30442341987441734
1.8938181628545385;-0.3064590054037009
1.8960973298294257;-0.31643396466399315
1.898367974619545;-0.33059657060222414
1.8984191077281518;-0.3438389085993978
1.9006471415944324;-0.3539378728980302
1.902943352938855;-0.36259683721954167
1.9052395642832778;-0.37287957351383816
1.9075016868886294;-0.3862251282540493
1.9097808538635166;-0.40120244306836933
1.9121111539470106;-0.41437340529052813
1.9143391878132912;-0.4232580870672873
1.9166524435272494;-0.42901839924793295
1.9189060439478332;-0.4354441440932173
1.9211937331074882;-0.444781013702756
1.923489944451911;-0.45496871883598666
1.925777633611566;-0.46163635969640576
1.9280397562169176;-0.462761806219501
1.9303189231918048;-0.46081591390511745
1.932598090166692;-0.46032896449559063
1.9348687349568112;-0.4642273233062149
1.937173468486002;-0.4730524582346327
1.9394441132761213;-0.4871392245593143
1.941706235881473;-0.5077836567837295
1.9440194915954312;-0.5354313627502434
1.9463071807550862;-0.5677709939182571
1.9485863477299734;-0.6005441790962603
1.9508740368896285;-0.6292844907657011
1.9531787704188188;-0.6499733308031488
1.9554323708394028;-0.6600756832219856
1.9554664595784739;-0.6611343578399385
1.95771153781429;-0.660149503472318
1.9599651382348737;-0.6656503404231382
1.9622869161335998;-0.680468035251301
1.9645916496627907;-0.6997923445838157
1.966853772268142;-0.7173384240549694
1.9691073726887258;-0.7310434793728275
1.9714376727722198;-0.7418833402896001
1.9736997953775715;-0.7507849065856148
1.975961917982923;-0.7590179690387993
1.9805543406717687;-0.7694785467815765
1.9827994189075846;-0.7855411781336333
1.9851041524367752;-0.8088647324752043
1.9874088859659658;-0.8385428094139772
1.9896539642017819;-0.8715113059462962
1.9919842642852759;-0.9029875789208268
1.9942634312601628;-0.927520347420417
1.9965425982350502;-0.9413818141053318
1.9988047208404018;-0.9443193520813196
2.001109454369592;-0.9397597160975326
2.0033800991597115;-0.9347266328656425
2.005608133025992;-0.9378456825208468
2.0079213887399505;-0.9535013163685055
2.0125308557983317;-0.9779421183611461
2.014775934034148;-1.0040343971076329
2.0193513123534577;-1.028990414631981
2.0216134349588093;-1.054973785617527
2.0239266906727678;-1.0839352973049554
2.0262229020171905;-1.115356390338921
2.0284679802530063;-1.1485089980506127
2.0307982803365;-1.1835062029200116
2.0353310477319715;-1.2188787078765135
2.0376528256306976;-1.2494839305213619
2.0399319926055846;-1.2675861704840152
2.042202637395704;-1.265897954521653
2.044490326555359;-1.240677328205218
2.0467609713454786;-1.1944677725622084
2.048980483026991;-1.1378312856986343
2.0489975273965264;-1.0872753558747639
2.0535047282376944;-1.0580626507718427
2.0557838952125813;-1.0555133562594436
2.0581482840351466;-1.072146561001765
2.060376317901427;-1.0942299000660012
2.0626810514306175;-1.1109512130169796
2.067230863195624;-1.117447596840949
2.069527074540047;-1.1128610798148408
2.0717891971453986;-1.1001878823020728
2.074059841935518;-1.0874809280110107
2.076313442356102;-1.084448561990114
2.0786011315157564;-1.0939405500096302
2.0809399537840187;-1.1070514070019017
2.0831850320198346;-1.109188417595697
2.0855068099185603;-1.0923393575209328
2.087692232861002;-1.0605084648487264
2.089996966390193;-1.0222682450942413
2.09227613336508;-0.9793841079418226
2.094563822524735;-0.9246983952340364
2.096800378575783;-0.850601886475714
2.0990710233659025;-0.7577137703646274
2.1035697020223028;-0.6556138247097588
2.1103901585774283;-0.5567889564333839
2.1172020929477866;-0.47007939182080777
2.119481259922674;-0.3984640882387035
2.1240055051333773;-0.3407534381470625
2.126284672108264;-0.2935854247995733
2.1308430060580386;-0.2520464628580672
2.13310512866339;-0.21070711062109224
2.1353842956382776;-0.1658697380450891
2.1399170630337485;-0.11746854870819545
2.1467460417736426;-0.06893002413815906
2.149008164378994;-0.024977795395409428
2.1512702869843454;0.01124377828836907
2.153566498328768;0.039361133037685334
2.1558286209341198;0.060138650220623424
2.158099265724239;0.0735820235671181
2.160369910514359;0.08005795779262523
2.162674644043549;0.08270486024649139
2.1649538110184365;0.08653581573013325
2.16720741143902;0.09420713712440446
2.169512144968211;0.10339889327482568
2.171748701019259;0.1085403171952187
2.174044912363682;0.1044915379229775
2.178637335052527;0.08827160975872161
2.180865368918808;0.0591764243752258
2.183187146817534;0.020696928765867897
2.1854918803467247;-0.017041210435198288
2.1878051360606827;-0.040198336566777675
2.1900246477421956;-0.039468363058500835
2.19008430303557;-0.016109273305634993
2.194565937322434;0.019572497843288014
2.196819537743018;0.05580323619697838
2.1991668821960477;0.08606359041530079
2.2013949160623283;0.1085357119655569
2.20365703866768;0.12147040827305883
2.205944727827335;0.12303665097418745
2.2082494613565253;0.11489613943470797
2.2105286283314127;0.10179385397680539
2.2150699179116513;0.08760257198276872
2.217366129256074;0.07422915550005635
2.2242121523655034;0.06348281842047152
2.2264998415251585;0.056883441321243414
2.2287534419457424;0.05372667166395915
2.231041131105397;0.051445241258534384
2.23333734244982;0.04799937577098166
2.235599465055172;0.042903122829766493
2.2378786320300588;0.03673303803187013
2.2401833655592496;0.030921543370034204
2.242436965979833;0.027488637344383327
2.244741699509024;0.02795154057163518
2.2469952999296074;0.03229818492972255
2.2492915112740306;0.03873761622109402
2.251553633879382;0.04420505665151157
2.256111967829156;0.04582914634032152
2.2583911348040435;0.04299101214611105
2.2606873461484662;0.03771612866366906
2.2629665131233536;0.03236391128040935
2.2652286357287053;0.027870453853550275
2.267507802703592;0.025999724136652032
